course_code,requirement
79-217,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-210,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-350,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-235,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-293,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-285,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-286,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-234,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-393,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-368,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-255,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-281,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-272,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-276,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-265,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-366,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-317,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-248,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-155,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-250,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-120,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-149,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-222,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-284,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-378,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-242,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-330,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-267,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-342,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-465,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-361,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-262,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-391,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-341,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-221,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-454,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-271,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-432,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-264,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-229,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-227,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-386,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-320,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-240,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-216,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-392,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-237,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-263,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-300,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-452,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-377,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-395,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-294,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-215,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-314,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-328,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-266,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-279,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
79-253,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
82-282,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
82-272,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
82-236,"EY2022 Qatar Business Administration - University Core Requirements---Global, Cultural, and Diverse Perspectives"
